Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,193,,,,193,,1993,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,170,Colombia,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1,,,,1,,171,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,204648,,,,204648,,133387,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,159921,,,,159921,,84058,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,297561,,,,297561,,256766,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60432163,,,,60432163,,11700788,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,304,Greenland,GRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60000,,,,60000,,11006,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,348,Hungary,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,46000,,,,46000,,43099,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,352,Iceland,ISL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,33575,,,,33575,,356,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,283480,,,,283480,,143971,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,392,Japan,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1,,,,1,,175,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,911,,,,911,,6705,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1493340,,,,1493340,,1640893,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,34606,,,,34606,,10764,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1451662,,,,1451662,,1376332,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,558,Nicaragua,NIC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21480,,,,21480,,12075,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,579,Norway,NOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,11399442,,,,11399442,,1170376,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,477040,,,,477040,,307463,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2500,,,,2500,,8205,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3162842,,,,3162842,,2278698,,,0
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,734168,,,,734168,,548688,,,6
H5,2018,2018,2018,4,0,1,Import,208,Denmark,DNK,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,14842,,,,14842,,10365,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,91173435,,,,91173435,,18084232,,,6
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,337827,,,,337827,,462595,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2944160,,,,2944160,,53643,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1736,,,,1736,,22176,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,353254,,,,353254,,212537,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,234,Faeroe Isds,FRO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10351,,,,10351,,2948,,,6
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,405950,,,,405950,,158581,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,463080,,,,463080,,392187,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,57544283,,,,57544283,,9632343,,,6
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,304,Greenland,GRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,50990,,,,50990,,8940,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2,,,,2,,12,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1310953,,,,1310953,,1454124,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,76417,,,,76417,,20514,,,6
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1349215,,,,1349215,,1084028,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,579,Norway,NOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,12331997,,,,12331997,,903421,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1326403,,,,1326403,,1044017,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,699,India,IND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,65,,,,65,,615,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,702,Singapore,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8,,,,8,,606,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,286100,,,,286100,,243082,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3981074,,,,3981074,,2120087,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,757,Switzerland,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40,,,,40,,692,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8287615,,,,8287615,,229069,,,6
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,111914,,,,111914,,38006,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,38409542,,,,38409542,,19872539,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,40,Austria,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,504829,,,,504829,,475861,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,50,Bangladesh,BGD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,100,,,,100,,428,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,801877,,,,801877,,865041,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,57,,,,57,,1061,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,191,Croatia,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,82,,,,82,,77,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,233,Estonia,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,309448,,,,309448,,187982,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,246,Finland,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,180065,,,,180065,,91778,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,459999,,,,459999,,364596,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,276,Germany,DEU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17523044,,,,17523044,,11605003,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,304,Greenland,GRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60719,,,,60719,,10103,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,95632,,,,95632,,97469,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,428,Latvia,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1536488,,,,1536488,,1287405,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,440,Lithuania,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20695,,,,20695,,13322,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,614525,,,,614525,,576886,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,579,Norway,NOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9147775,,,,9147775,,930907,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,616,Poland,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,82940,,,,82940,,49375,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,642,Romania,ROU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,183,,,,183,,173,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,704,Viet Nam,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,100,,,,100,,672,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1074,,,,1074,,1064,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,752,Sweden,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3152379,,,,3152379,,2411787,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,804,Ukraine,UKR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,40859,,,,40859,,102479,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,826,United Kingdom,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3815358,,,,3815358,,777209,,,0
H4,2016,2016,2016,4,0,1,Import,208,Denmark,DNK,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,61314,,,,61314,,21851,,,0
No data matches your query or your query is too complex. Request JSON or XML format for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No data matches your query or your query is too complex. Request JSON or XML format for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,2017,2017,2017,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6699901,,,,6699901,,3698935,,,0
H5,2017,2017,2017,4,0,1,Import,214,Dominican Rep.,DOM,56,Belgium,BEL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,33940,,,,33940,,20940,,,0
H5,2017,2017,2017,4,0,1,Import,214,Dominican Rep.,DOM,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,104997,,,,104997,,15909,,,0
H5,2017,2017,2017,4,0,1,Import,214,Dominican Rep.,DOM,214,Dominican Rep.,DOM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,120715,,,,120715,,18660,,,0
H5,2017,2017,2017,4,0,1,Import,214,Dominican Rep.,DOM,340,Honduras,HND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1,,,,1,,114,,,0
H5,2017,2017,2017,4,0,1,Import,214,Dominican Rep.,DOM,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2,,,,2,,284,,,0
H5,2017,2017,2017,4,0,1,Import,214,Dominican Rep.,DOM,620,Portugal,PRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,60,,,,60,,2997,,,0
H5,2017,2017,2017,4,0,1,Import,214,Dominican Rep.,DOM,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6206124,,,,6206124,,3560999,,,0
H5,2017,2017,2017,4,0,1,Import,214,Dominican Rep.,DOM,862,Venezuela,VEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,234060,,,,234060,,79028,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4227923,,,,4227923,,2009298,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3267,,,,3267,,8608,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,214,Dominican Rep.,DOM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,233731,,,,233731,,40261,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,58311,,,,58311,,13935,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,320,Guatemala,GTM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20500,,,,20500,,12515,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,332,Haiti,HTI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17215,,,,17215,,2296,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,662,Saint Lucia,LCA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13607,,,,13607,,3647,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,670,Saint Vincent and the Grenadines,VCT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13607,,,,13607,,3747,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3866834,,,,3866834,,1924016,,,0
H5,2018,2018,2018,4,0,1,Import,214,Dominican Rep.,DOM,862,Venezuela,VEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,848,,,,848,,271,,,0
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1598467,,,,1604898,,845466,,,6
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,36,Australia,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,78970,,,,78970,,25471,,,0
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19280,,,,19301,,11674,,,6
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,222,El Salvador,SLV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,21330,,,,21330,,3775,,,0
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,81827,,,,81827,,24339,,,0
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,86,,,,86,,372,,,0
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,10576,,,,10576,,25084,,,0
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2,,,,2,,26,,,0
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,554,New Zealand,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2,,,,2,,27,,,0
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,24140,,,,24140,,16969,,,0
H5,2019,2019,2019,4,0,1,Import,214,Dominican Rep.,DOM,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1362253,,,,1368663,,737725,,,0
H4,2016,2016,2016,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5440180,,,,5440180,,2225267,,,6
H4,2016,2016,2016,4,0,1,Import,214,Dominican Rep.,DOM,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,15447,,,,15447,,10620,,,6
H4,2016,2016,2016,4,0,1,Import,214,Dominican Rep.,DOM,332,Haiti,HTI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,22273,,,,22273,,8242,,,0
H4,2016,2016,2016,4,0,1,Import,214,Dominican Rep.,DOM,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,70958,,,,70958,,56205,,,0
H4,2016,2016,2016,4,0,1,Import,214,Dominican Rep.,DOM,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,99000,,,,99000,,146804,,,0
H4,2016,2016,2016,4,0,1,Import,214,Dominican Rep.,DOM,842,USA,USA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5033753,,,,5033753,,1936313,,,0
H4,2016,2016,2016,4,0,1,Import,214,Dominican Rep.,DOM,862,Venezuela,VEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,20138,,,,20138,,8139,,,0
H4,2016,2016,2016,4,0,1,Import,214,Dominican Rep.,DOM,899,"Areas, nes",,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,178609,,,,178609,,58941,,,0
No data matches your query or your query is too complex. Request JSON or XML format for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4022775,,,,4006243,,1746405,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,76,Brazil,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,113747,,,,113720,,30680,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,124,Canada,CAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8879,,,,8879,,7171,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,152,Chile,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5462,,,,5462,,2449,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,156,China,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7580,,,,7200,,22047,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,170,Colombia,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,182601,,,,182521,,189194,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,188,Costa Rica,CRI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,19,,,,19,,12,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,208,Denmark,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16,,,,16,,254,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,214,Dominican Rep.,DOM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,133684,,,,133684,,136231,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,251,France,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,56,,,,56,,790,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,340,Honduras,HND,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13,,,,13,,104,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,376,Israel,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,219,,,,219,,1536,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,381,Italy,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,327,,,,310,,2591,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,410,Rep. of Korea,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,13374,,,,13374,,17824,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,528,Netherlands,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,33,,,,33,,24,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,581,United States Minor Outlying Islands,UMI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2,,,,2,,1,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,604,Peru,PER,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,104,,,,104,,147,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,682,Saudi Arabia,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1920,,,,1920,,1451,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,710,South Africa,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,15,,,,15,,10,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,724,Spain,ESP,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,169674,,,,153679,,24450,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,764,Thailand,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2463,,,,2463,,1958,,,0
H5,2017,2017,2017,4,0,1,Import,218,Ecuador,ECU,784,United Arab Emirates,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,193,,,,193,,360,,,0
